country,country_name,region,observed_prevalence_per_1k,vulnerability_total,govt_response_total,gdp_per_capita_log,population_log,urban_share,unemployment,gini,youth_dep_ratio,press_freedom_score,year,wgi_rule_of_law,wgi_government_effectiveness
LKA,Sri Lanka,Asia and the Pacific,6.470595836639404,55.74424337266002,48.71794891357422,8.293540110351062,16.913618943269633,19.8266275195269,4.981,37.7,34.9053110264527,57.8,2021,-0.5040187762426058,-0.5659873044887258
SDN,Sudan,Africa,3.974432945251465,82.44609683714181,25.64102554321289,6.569652526780859,17.68810486861246,34.6421563427994,11.087,34.2,73.8406256230027,47.07,2021,-1.8651467766941685,-1.744830461369577
SWE,Sweden,Europe and Central Asia,0.5693487524986267,7.408663581648714,62.82051467895508,11.012850868518953,16.158835594112453,88.1741651958315,8.803,31.6,28.3978109129656,92.76,2021,1.1622448940350272,0.8871612668938238
CHE,Switzerland,Europe and Central Asia,0.4981281459331512,13.63821269940874,50.0,11.447488125825933,15.979356090772335,84.2006477608879,5.013,33.8,22.8494140716122,89.45,2021,1.9834704234813172,0.904309747328052
SYR,Syria,Arab States,8.733797199233372,83.36540207865447,46.15384674072266,6.4992067906995175,16.889538167272466,73.0125007629395,14.887,26.4,53.7813669018843,29.37,2021,-1.357838408814916,-1.1873560198056368
TJK,Tajikistan,Europe and Central Asia,13.95576953887939,66.5189308865272,35.89743423461914,6.799889464763192,16.114781063778487,26.1991525151375,7.687,39.5,60.8212171124291,44.48,2021,-0.7670955896731305,-1.0115493536145472
TZA,Tanzania,Africa,2.85969066619873,53.25923415064766,42.30769348144531,7.056913431759978,17.95594979765054,34.3500111758619,1.876,40.5,80.1140132089043,59.31,2021,-1.1262147436279677,-1.314398558975017
THA,Thailand,Asia and the Pacific,5.741637706756592,46.47405711479566,55.12820434570313,8.861946409870136,18.088382446315606,58.5087776184082,1.215,34.3,22.3295675652775,54.78,2021,0.5280981896847737,0.2832096490991842
TLS,Timor-Leste,Asia and the Pacific,6.050777912139893,51.16248236688981,34.61538314819336,7.895781112282153,14.115718848741459,28.7927371734472,2.344,34.2,59.9817469749623,70.89,2021,0.0128196384215689,0.2312281889928012
TGO,Togo,Africa,3.349859714508057,56.53166083649204,33.33333206176758,6.870131485090796,15.9991296658931,42.3105904515122,2.344,37.9,71.789383117272,70.41,2021,-0.7880691807232454,-1.0604215051732258
TTO,Trinidad and Tobago,Americas,4.73182487487793,37.66678509053699,48.71794891357422,9.782086145300505,14.12853795677171,53.9421278853848,4.446,34.2,26.2908121376977,78.45,2021,-0.2067250862231684,-0.6163370155030882
TUN,Tunisia,Africa,2.316662788391113,47.91602792905335,47.43589782714844,8.270765471382205,16.30446093751226,69.3997523770568,16.632,33.7,37.5462528727998,70.47,2021,0.1993298411355642,0.3713524795737213
TUR,Türkiye,Europe and Central Asia,15.64948081970215,50.72086366880331,48.71794891357422,9.208615283277265,18.248079618319345,89.1762048153239,11.969,44.5,33.0443423061081,50.21,2021,0.4838264214200121,0.6617544506698761
TKM,Turkmenistan,Europe and Central Asia,11.87536239624023,47.1986831059657,25.64102554321289,8.652475947035217,15.774484150330707,47.0581410301711,4.458,34.2,48.8153220114299,19.97,2021,0.1378983986606021,-0.1635715535437247
UGA,Uganda,Africa,4.151514053344727,61.91963896078666,46.15384674072266,6.784221421236688,17.64221379482615,29.2362957789022,3.416,42.7,84.1127394199539,58.81,2021,-1.1582817112297024,-0.8737342369188443
UKR,Ukraine,Europe and Central Asia,12.79318714141846,47.6678485055043,51.28205108642578,8.471556667456065,17.606464557343905,69.4027032653896,9.834,25.6,22.4470756964017,67.04,2021,-0.0019923197013267,-0.0892828168556196
ARE,United Arab Emirates,Arab States,13.36672792369608,39.53565547634503,50.0,10.694657247540084,16.07468207201559,85.3571908511355,3.105,26.4,20.1635276749887,56.87,2021,1.4900304432018765,1.4314150518477569
GBR,United Kingdom,Europe and Central Asia,1.803719639778137,14.32478349931668,67.94871520996094,10.772526850267113,18.01996435779534,82.9886431523641,4.864,32.4,28.1099435580232,78.41,2021,1.2718487208788636,0.766375764771317
USA,United States of America,Americas,3.29526686668396,24.53286232027338,66.66666412353516,11.15918978168428,19.620945966683962,80.0074765140272,5.349,41.7,27.7547960619839,76.07,2021,0.9186736890129936,1.076674654919945
URY,Uruguay,Americas,1.888077855110168,27.36295777339049,56.41025543212891,9.79159568289649,15.038313752411074,95.4497146606445,9.328,40.6,29.8560332633863,83.62,2021,0.7023212457429714,0.9930668074036236
UZB,Uzbekistan,Europe and Central Asia,7.440157890319824,55.61295624326335,46.15384674072266,7.722907521529986,17.34901307653998,50.9269905090332,5.364,31.2,46.8507465420305,49.26,2021,-0.9875725509511656,-0.6976933251681942
VEN,Venezuela,Americas,9.482327461242676,65.93537972493316,26.92307662963867,7.603865056463794,17.15617302003663,89.1766444746891,7.027,34.2,42.7815450956107,52.4,2021,-0.3152659513578872,-0.1162373677135555
VNM,Viet Nam,Asia and the Pacific,4.067520141601563,43.85915458554874,47.43589782714844,8.217490779011687,18.409974627465175,36.6540656426603,2.383,36.1,35.6284444879672,21.54,2021,-0.4440124741554448,-1.5312937735767205
ZMB,Zambia,Africa,5.092990398406982,58.14770101377757,44.87179565429688,7.02834395623479,16.791224188892453,44.2353731410926,5.197,51.5,77.592886856316,61.79,2021,-1.106758606172648,-0.9178938208353012
ZWE,Zimbabwe,Africa,4.981103897094727,74.78381284969208,26.92307662963867,7.868868474420004,16.575343963428544,37.8692058859373,9.54,50.3,76.7868158677835,56.88,2021,-0.9062976853213236,-0.8233015117969543
